sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-19_13-01_625396.0,0,54,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8aa3740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,55,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8986180>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,56,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c89a1280>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,57,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88ff3b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,58,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8abf6e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,59,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca367e00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,60,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88ffad0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,61,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c89a05c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,62,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88ff830>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,63,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8958080>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,64,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8a7ea20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,65,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca4e31a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,66,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca52d940>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,67,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c891d1c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,68,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8ed550>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,69,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88df4a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,70,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c89861b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,71,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88df5f0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,72,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca5b4410>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,73,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88ddd90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,74,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8958b60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,75,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca9464b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,76,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c89854f0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,77,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca2e5310>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,78,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88fc4d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,79,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca89d130>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,80,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca367590>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,81,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8959400>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,82,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88fe2a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,83,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8ed3d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,84,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c9337710>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,85,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8240380>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,86,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca364320>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,87,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8987a10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,88,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88dea20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,89,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88fee70>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,90,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c891f140>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,91,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88deba0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,92,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c89a1b80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,93,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8984740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,94,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c893ef30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,95,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c891e060>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,96,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8986090>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,97,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca52c890>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,98,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c893eba0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,99,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c9337bc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,100,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8a66c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,101,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca2e7680>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,102,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca2e74d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,103,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca358620>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,104,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca5b6390>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,105,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c893fa40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,106,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc6ea20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,107,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8a7f290>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,108,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88fc320>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,109,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c893ecf0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,110,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc944a0>>,BDC,,Linker_free_carboxylates,,,
