sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-17_20-16-35_entity_number_200,0,11,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f500>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,12,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9db80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,13,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9e690>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,14,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412643980>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,15,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d74b90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,16,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d75e20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,17,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f7d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,18,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d772c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,19,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9c530>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,20,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f590>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,21,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9c260>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,22,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f860>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,23,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9ffe0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,24,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f140>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,25,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48f80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,26,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f6b260>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,27,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d77770>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,28,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d755b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,29,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9fd10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,30,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412641bb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,31,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f680>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,32,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d76d80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,33,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d77860>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,34,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d76c90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,35,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9ee10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,36,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48440>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,37,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9fef0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,38,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49940>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,39,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9fb90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,40,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9d0d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,41,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9d220>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,42,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f230>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,43,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9f9b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,44,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c484d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,45,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9fc80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,46,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d76b40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,47,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9fe60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,48,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9e4b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,49,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9c440>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,50,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c485c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,51,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c486b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,52,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c487a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,53,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48890>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,54,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c489e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,55,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48a70>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,56,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48b60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,57,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48cb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,58,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48d40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,59,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c48e30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,60,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49760>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,61,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49850>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,62,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49a30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,63,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49ac0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,64,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49bb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,65,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49ca0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,66,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49df0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,67,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49ee0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,68,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c49fd0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,69,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c4a0c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,70,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c4a1b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,71,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c4a240>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,0,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9d850>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,1,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d747d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,2,formate,"43,20,41",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f69550>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,3,formate,"77,7,57",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9ddf0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,4,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e17d10>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,5,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e14290>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,6,formate,"89,22,42",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f694f0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,7,formate,"3,1,45",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4110eb500>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,8,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412642a20>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,9,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f6a1b0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,10,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d76390>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,11,formate,"89,22,42",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d77f20>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,12,formate,"40,15,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e142f0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,13,formate,"40,15,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f69e50>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,14,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412640aa0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,15,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d75c40>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,16,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9e900>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,17,formate,"50,20,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e17b30>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,18,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d75940>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,19,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412643ce0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,20,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d76630>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,21,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9cb60>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,22,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4126416d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,23,formate,"48,0,46",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f697c0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,24,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e16810>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,25,formate,"28,26,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e16930>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,26,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c493d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,27,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412640470>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,28,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d762d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,29,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411f693d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,30,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e16d20>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,31,formate,"89,22,42",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412d75340>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,32,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412c9d910>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,33,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e14650>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,34,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412641ee0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-16-35_entity_number_200,0,35,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b412e16e40>>,Zr12_AA,,MC_free_carboxylates,,,
