sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-19_12-35_646289.0,0,10,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62c980>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,11,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd735ca0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,12,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4efb00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,13,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd92b4a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,14,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdb727e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,15,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6064e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,16,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd544260>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,17,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5dc3e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,18,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd9f4800>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,19,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7ac560>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,20,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd98bda0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,21,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7986e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,22,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6cbf80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,23,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc3afc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,24,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd9f4ce0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,25,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd606c00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,26,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7113a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,27,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62f980>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,28,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd67f260>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,29,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd734b60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,30,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a1e80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,31,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6c9280>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,32,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd828aa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,33,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5df4a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,34,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd653080>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,35,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4eff20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,36,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a26c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,37,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd8893a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,38,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7748c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,39,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6f0a40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,40,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7768a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,41,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a0c80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,42,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd67cfe0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,43,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4ec7a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,44,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5dd340>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,45,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a2120>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,46,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62fb60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,47,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62cbc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,48,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7ee3c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,49,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7107a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,50,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd86bc20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,51,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4eefc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,52,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7ae780>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,53,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd519e20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,54,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd774740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,55,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62ddc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,56,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd79b800>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,57,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4efc20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,58,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4eed20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,59,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4ed6a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,60,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd92b9e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,61,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd8690a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,62,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd828500>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,63,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a3800>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,64,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4edfa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,65,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdad78c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,66,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd736840>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,67,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7126c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,68,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd79ba40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,69,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd67f740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,70,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a0a40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,71,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd809580>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,72,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd67d880>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,73,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5193a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,74,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6cb020>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,75,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd96b560>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,76,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd86bd40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,77,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdd43c80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,78,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd652e40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,79,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdad75c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,80,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6c8ce0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,81,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cda87560>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,82,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd96b7a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,83,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62d1c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,84,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd8c8320>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,85,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6045c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,86,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd653200>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,87,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc6e120>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,88,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd799a60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,89,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd737740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,90,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7aec60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,91,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6a0f80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,92,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4ee3c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,93,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6ca060>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,94,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd650e00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,95,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd7ad6a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,96,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5dda60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,97,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5de0c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,98,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd605fa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,99,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd5dff20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,100,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6cb800>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,101,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd4efce0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,102,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62d400>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,103,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd754da0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,104,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd51b020>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,105,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd607e60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,106,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd605880>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,107,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd62ce00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,108,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cda532c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,109,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd6c9580>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-19_12-35_646289.0,0,110,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cd67cce0>>,BDC,,Linker_free_carboxylates,,,
