sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-17_20-14-31_entity_number_200,0,14,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4143849e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,15,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414384dd0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,16,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385550>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,17,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414384bf0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,18,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b40ffbfc80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,19,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0d9a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,20,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c88770>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,21,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8a3c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,22,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385010>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,23,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8a150>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,24,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c89310>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,25,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c88fb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,26,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c89c10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,27,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c88080>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,28,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c89850>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,29,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c89670>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,30,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8bcb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,31,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c886e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,32,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385280>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,33,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8b2c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,34,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c89f10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,35,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c891f0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,36,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8a240>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,37,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385460>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,38,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8b680>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,39,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414384ec0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,40,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4101744d0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,41,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410175010>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,42,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c88b30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,43,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414384b30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,44,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385190>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,45,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4143856a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,46,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385730>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,47,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385880>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,48,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385970>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,49,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385a30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,50,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385a90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,51,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4143861e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,52,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4143860f0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,53,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385fa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,54,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385f10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,55,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385e20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,56,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386690>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,57,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414385c10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,58,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386600>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,59,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386720>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,60,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386990>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,61,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386b10>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,62,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386f90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,63,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386ea0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,64,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386d50>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,65,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386cc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,66,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414386a50>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,67,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4143870b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,68,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414387170>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,69,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414384a40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,70,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414384bc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,71,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e6ffb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,0,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8b710>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,1,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0d7f0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,2,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0d430>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,3,formate,"33,15,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0d250>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,4,formate,"40,15,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c023f0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,5,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b40ffbfa10>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,6,formate,"38,25,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410177680>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,7,formate,"77,7,57",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2cd40>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,8,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8b320>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,9,formate,"42,16,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c03bf0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,10,formate,"43,20,41",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2ed80>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,11,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2c050>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,12,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0d490>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,13,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c02f90>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,14,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2f4a0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,15,formate,"28,26,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c88fe0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,16,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8b8c0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,17,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c01ac0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,18,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2c530>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,19,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0f4d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,20,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c02ff0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,21,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c030b0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,22,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2fef0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,23,formate,"48,0,46",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b40ffbda90>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,24,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0dfa0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,25,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0d1f0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,26,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2cf20>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,27,formate,"50,20,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c027b0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,28,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2d820>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,29,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2cbc0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,30,formate,"48,0,46",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f2fe90>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,31,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413f0e2a0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,32,formate,"38,25,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b40ffbd460>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,33,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c89f70>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,34,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c02270>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-17_20-14-31_entity_number_200,0,35,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410c8a7e0>>,Zr6_AA,,MC_free_carboxylates,,,
